"","ecatalogue_key","irn","RegRegistrationNumber","Class","Order","Family","binomial","ScientificName","TypeStatus","Country","Locality","Extent_km","Certainty_Percent","Type","Notes","geometry"
"177",27571,1947685,"1898.4.28.108-109","Amphibia","Anura","Leptodactylidae","Pristimantis_latidiscus","Eleutherodactylus latidiscus (Boulenger,  1898)","Types","Ecuador","Cachabe",97.45,25,"2.2","Copied from Naomi. Esmeraldas Province (Provincia de Esmeraldas). Cachabi (Cachabe) was not able to be located reliably, so used centroid of Esmeraldas Province and measured extent out to further point of Google Maps boundaries.",c(-79.23442, 0.722029)
"178",45828,1947409,"1878.1.25.40-44","Amphibia","Anura","Leptodactylidae","Pristimantis_buckleyi","Eleutherodactylus buckleyi (Boulenger, 1882)","Types","Ecuador","Intac",58.15,50,"2.6","Google maps, earth and web searched Intac for no results, however Intag appears, so I think likely misspelling (Intag as opposed to Intac, Intag is in the correct province). Provides secondary problem as Intag is a region named after a river which passes through it. region also contains the Intag Cloud Forest Reserve (also called Cotacachi Cayapas Reserve), which would be a likely area for collection becasue of high biodiversity. Further googling found a species description from 1997 (https://species.wikimedia.org/wiki/Pristimantis_pteridophilus) of a similar locality description, leading me to believe Intac and Intag are interchangable spellings for a large ecoregion. Possible correct total description is Cordillera de Intac, which translates (google translate) to Mountain Range of Intac. Centroid coordinates are based on where google auto pin drops for 'Intag, Imbabura Province, Ecuador', extent is measured to encompass the whole of the cloud forest, (borders of which were determined to be the foothills of continuous mountains) and the locality found from this spp record ( https://species.wikimedia.org/wiki/Pristimantis_pteridophilus ), as this should encompass all of the region where collection was likely. Certainty is reduced as different spelling and google searching produces serveral possible areas for the locality description, but still high as extent covers most if not all of the area which could be described by the locality description.    ",c(-78.543343, 0.33322)
"179",45888,1947514,"1878.1.25.29-36","Amphibia","Anura","Leptodactylidae","Pristimantis_curtipes","Eleutherodactylus curtipes (Boulenger, 1882)","Types","Ecuador","Intac",58.15,50,"2.6","Google maps, earth and web searched Intac for no results, however Intag appears, so I think likely misspelling (Intag as opposed to Intac, Intag is in the correct province). Provides secondary problem as Intag is a region named after a river which passes through it. region also contains the Intag Cloud Forest Reserve (also called Cotacachi Cayapas Reserve), which would be a likely area for collection becasue of high biodiversity. Further googling found a species description from 1997 (https://species.wikimedia.org/wiki/Pristimantis_pteridophilus) of a similar locality description, leading me to believe Intac and Intag are interchangable spellings for a large ecoregion. Possible correct total description is Cordillera de Intac, which translates (google translate) to Mountain Range of Intac. Centroid coordinates are based on where google auto pin drops for 'Intag, Imbabura Province, Ecuador', extent is measured to encompass the whole of the cloud forest, (borders of which were determined to be the foothills of continuous mountains) and the locality found from this spp record ( https://species.wikimedia.org/wiki/Pristimantis_pteridophilus ), as this should encompass all of the region where collection was likely. Certainty is reduced as different spelling and google searching produces serveral possible areas for the locality description, but still high as extent covers most if not all of the area which could be described by the locality description.    ",c(-78.543343, 0.33322)
"180",45890,1947978,"1947.Febraury.17.5-6","Amphibia","Anura","Leptodactylidae","Pristimantis_vertebralis","Eleutherodactylus vertebralis (Boulenger,  1886)","Types","Ecuador","Intac",58.15,50,"2.6","Google maps, earth and web searched Intac for no results, however Intag appears, so I think likely misspelling (Intag as opposed to Intac, Intag is in the correct province). Provides secondary problem as Intag is a region named after a river which passes through it. region also contains the Intag Cloud Forest Reserve (also called Cotacachi Cayapas Reserve), which would be a likely area for collection becasue of high biodiversity. Further googling found a species description from 1997 (https://species.wikimedia.org/wiki/Pristimantis_pteridophilus) of a similar locality description, leading me to believe Intac and Intag are interchangable spellings for a large ecoregion. Possible correct total description is Cordillera de Intac, which translates (google translate) to Mountain Range of Intac. Centroid coordinates are based on where google auto pin drops for 'Intag, Imbabura Province, Ecuador', extent is measured to encompass the whole of the cloud forest, (borders of which were determined to be the foothills of continuous mountains) and the locality found from this spp record ( https://species.wikimedia.org/wiki/Pristimantis_pteridophilus ), as this should encompass all of the region where collection was likely. Certainty is reduced as different spelling and google searching produces serveral possible areas for the locality description, but still high as extent covers most if not all of the area which could be described by the locality description.    ",c(-78.543343, 0.33322)
"181",5110,3633490,"1947.2.17.26","Amphibia","Anura","Leptodactylidae","Pristimantis_surdus","Eleutherodactylus surdus (Boulenger, 1882)","syntype","Ecuador","South America (West Ecuador)",270.43,50,"2.2","Copied from Naomi. Manab� Province. Extent measured from furthest point from centroid of Manab� Province in West Ecuador. 50% certainty as West Ecuador is vast.",c(-79.894616, -0.767578)
"182",29423,1947915,"1871.4.16.46","Amphibia","Anura","Leptodactylidae","Pristimantis_surdus","Eleutherodactylus surdus (Boulenger, 1882)","Type","Ecuador","S. America (West Ecuador)",270.43,50,"2.2","Copied from Naomi. Manab� Province. Extent measured from furthest point from centroid of Manab� Province in West Ecuador. 50% certainty as West Ecuador is vast.",c(-79.894616, -0.767578)
"183",57601,1926012,"1894.3.14.163-164","Amphibia","Anura","Hylidae","Boana_raniceps","Hyla spegazzinii","Types","Paraguay","Asuncion",12.87,50,"2.2","Copied from Naomi. Asuncion. Extent furthest point from centroid within Asuncion district, as defined by Google Maps boundaries. I gave 50% certainty as borders have likely changed.",c(-57.578178, -25.264861)
"184",57501,3633498,"1947.2.17.72-75","Amphibia","Anura","Leptodactylidae","Leptodactylus_bufonius_","Leptodactylus bufonius Boulenger, 1894","syntypes","Paraguay","Asuncion",12.87,50,"2.2","Copied from Naomi. Asuncion. Extent furthest point from centroid within Asuncion district, as defined by Google Maps boundaries. I gave 50% certainty as borders have likely changed.",c(-57.578178, -25.264861)
"185",57523,1948260,"1894.3.14.144-147","Amphibia","Anura","Leptodactylidae","Leptodactylus_bufonius_","Leptodactylus bufonius Boulenger, 1894","Types","Paraguay","Asuncion",12.87,50,"2.2","Copied from Naomi. Asuncion. Extent furthest point from centroid within Asuncion district, as defined by Google Maps boundaries. I gave 50% certainty as borders have likely changed.",c(-57.578178, -25.264861)
"186",46574,1948214,"1947.2.17.32","Amphibia","Anura","Leptodactylidae","Lepidobatrachus_laevis","Lepidobatrachus laevis","Types","Paraguay","Paraguayan Chaco",285.37,25,"2.2","Copied from Naomi. Alto Paraguay Department. Extent furthest point from centroid within Departamento de Alto Paraguay area, as defined by Google Maps boundaries. I gave 25% certainty as borders for Chaco were given as this, but it remained unclear.",c(-59.22724, -20.491238)
"187",46575,1948218,"1919.4.23.1","Amphibia","Anura","Leptodactylidae","Lepidobatrachus_asper","Lepidobatrachus asper","Types","Paraguay","Paraguayan Chaco",285.37,25,"2.2","Copied from Naomi. Alto Paraguay Department. Extent furthest point from centroid within Departamento de Alto Paraguay area, as defined by Google Maps boundaries. I gave 25% certainty as borders for Chaco were given as this, but it remained unclear.",c(-59.22724, -20.491238)
"188",15457,1933699,"1921.6.18.7-8","Amphibia","Anura","Hylidae","Gastrotheca_monticola","Gastrotheca monticola","Cotypes","Peru","Bellavista, Cajamarca, NW Peru, Peru",2.3,50,"2.3","Centroid taken from google maps standard pin drop. Search of 'Bellavista, Cajamarca, Peru' used to find it. Extent measured to furthest point of google maps provided area polygon. Uncertainty comes from the fact that there are other Bellavista's in NW Peru (a province and several towns and districts). ",c(-78.688004, -5.658472)
"189",1827,1933833,"1884.2.18.54","Amphibia","Anura","Hylidae","Phyllomedusa_vaillantii","Phyllomedusa perlata","Type","Peru","Yurimaguas, Peru",4.01,50,"2.2","Copied from Naomi. Yurimaguas. Extent furthest point from centroid within Yurimaguas district, as defined by Google Maps boundaries. I gave 50% certainty as borders have likely changed.",c(-76.11311, -5.901042)
"190",33939,3633250,"1946.8.1.2","Amphibia","Anura","Leptodactylidae","Phrynopus_montium","Phrynopus montium (Shreeve, 1938)","paratype","Peru","Cascas",1.26,25,"2.2","Copied from Naomi. Cascas. Extent furthest point from centroid within Cascas district, as defined by Google Maps boundaries. I gave 25% certainty as borders have likely changed drastically.",c(-78.818579, -7.481878)
"191",33940,1949189,"1946.8.1.2","Amphibia","Anura","Leptodactylidae","Phrynopus_montium","Phrynopus montia","Paratype","Peru","Cascas",1.26,25,"2.2","Copied from Naomi. Cascas. Extent furthest point from centroid within Cascas district, as defined by Google Maps boundaries. I gave 25% certainty as borders have likely changed drastically.",c(-78.818579, -7.481878)
"192",78661,3633316,"1947.2.15.43-44","Amphibia","Anura","Leptodactylidae","Pristimantis_simonsii","Phrynopus simonsii (Boulenger, 1900)","syntypes","Peru","Cajamarca",4.32,50,"2.2","Copied from Naomi. Cajamarca. Extent furthest point from centroid within Cajamarca district, as defined by Google Maps boundaries. I gave 50% certainty as borders have likely changed.",c(-78.506348, -7.162339)
"193",32047,1950728,"1921.6.18.5-6","Amphibia","Anura","Leptodactylidae","Leptodactylus_labrosus","Leptodactylus curtus","Cotypes","Peru","Bellavista, N.W. Peru, (Maranon Valley), Peru",2.31,50,"2.3","Centroid taken from google maps standard pin drop. Search of 'Bellavista, Maranon Valley, Peru' used to find it. Extent measured to furthest point of google maps provided area polygon. Uncertainty comes from the fact that there are other Bellavista's in NW Peru (a province and several towns and districts). ",c(-76.588857, -7.053728)
"194",64260,1950730,"1884.2.18.44","Amphibia","Anura","Leptodactylidae","Leptodactylus_discodactylus","Leptodactylus discodactylus","Type","Peru","Yurimaguas, Peru",3.96,50,"2.2","Copied from Naomi. Yurimaguas. Extent furthest point from centroid within Yurimaguas district, as defined by Google Maps boundaries.",c(-76.113196, -5.901127)
"195",46454,1925768,"1845.5.25.44","Amphibia","Anura","Hylidae","Boana_cymbalum","Hyla raddiana","Types","Uraguay","Maldonado",75.64,25,"2.2","Copied from Naomi. Maldonado Department. Extent further point from centroid within district of Maldonado, as defined by Google Map boundaries. I gave 25% certainty as borders have likely shifted greatly.",c(-54.819285, -34.545)
"196",44373,3633500,"1947.2.17.84","Amphibia","Anura","Leptodactylidae","Pleurodema_bibroni","Pleurodema darwinii Bell, 1843","holotype","Uruguay","Maldonado | Maldonado",5.07,25,"2.2","Copied from Naomi. Maldonado Department. Extent furthest point from centroid within the department of Maldonado, as defined by Google Maps boundaries. I gave 25% certainty as borders have likely changed.",c(-54.950808, -34.905628)
"197",46495,1949502,"1947.2.17.84","Amphibia","Anura","Leptodactylidae","Pleurodema_bibroni","Pleurodema darwinii Bell, 1843","Type","Uruguay","Maldonado",5.07,25,"2.2","Copied from Naomi. Maldonado Department. Extent furthest point from centroid within the department of Maldonado, as defined by Google Maps boundaries. I gave 25% certainty as borders have likely changed.",c(-54.950808, -34.905628)
"198",8196,1879985,"1847.11.7.38","Amphibia","Anura","Bufonidae","Rhinella_sternosignata","Bufo sternosignatus","Types","Venezuela","Puerto Cabello",6.22,75,"2.2","Copied from Naomi. Puerto Cabello. Extent furthest point from centroid withinPuerto Cabello district, as defined by Google Maps boundaries. I gave a 75% certainty score since district boundaries for this area have likely changed, but not too greatly.",c(-68.030649, 10.469579)
"199",22269,1925702,"1904.6.30.17","Amphibia","Anura","Hylidae","Hyloscirtus_platydactylus","Hyla platydactyla","Type","Venezuela","Merida",105.94,50,"2.2","Copied from Naomi. M�rida. Extent measured as furthest point from centroid of M�rida state, as defined by Google Maps boundaries.",c(-71.185491, 8.564916)
"200",9958,1924967,"1853.2.4.165","Amphibia","Anura","Hylidae","Dendropsophus_battersbyi","Hyla battersbyi","Type","Venezuela","Caracas, Venezuela",20.57,50,"2.2","Copied from Naomi. Caracas. Extent furthest point from centroid within district of Caracas, as defined by Google Maps boundaries. I gave 50% certainty as borders have likely changed.",c(-66.904788, 10.481213)
"201",58071,3633450,"1947.2.16.80-85","Amphibia","Anura","Leptodactylidae","Pristimantis_briceni","Eleutherodactylus briceni (Boulenger, 1903)","syntypes","Venezuela","Merida",105.94,50,"2.2","Copied from Naomi. M�rida. Extent measured as furthest point from centroid of M�rida state, as defined by Google Maps boundaries.",c(-71.185491, 8.564916)
